Date,Close
02-Jan-97,737.01
03-Jan-97,748.03
06-Jan-97,747.65
07-Jan-97,753.23
08-Jan-97,748.41
09-Jan-97,754.85
10-Jan-97,759.50
13-Jan-97,759.51
14-Jan-97,768.86
15-Jan-97,767.20
16-Jan-97,769.75
17-Jan-97,776.17
20-Jan-97,776.70
21-Jan-97,782.72
22-Jan-97,786.23
23-Jan-97,777.56
24-Jan-97,770.52
27-Jan-97,765.02
28-Jan-97,765.02
29-Jan-97,772.50
30-Jan-97,784.17
31-Jan-97,786.16
03-Feb-97,786.73
04-Feb-97,789.26
05-Feb-97,778.28
06-Feb-97,780.15
07-Feb-97,789.56
10-Feb-97,785.43
11-Feb-97,789.59
12-Feb-97,802.77
13-Feb-97,811.82
14-Feb-97,808.48
18-Feb-97,816.29
19-Feb-97,812.49
20-Feb-97,802.80
21-Feb-97,801.77
24-Feb-97,810.28
25-Feb-97,812.03
26-Feb-97,805.68
27-Feb-97,795.07
28-Feb-97,790.82
03-Mar-97,795.31
04-Mar-97,790.95
05-Mar-97,801.99
06-Mar-97,798.56
07-Mar-97,804.97
10-Mar-97,813.65
11-Mar-97,811.34
12-Mar-97,804.26
13-Mar-97,789.56
14-Mar-97,793.17
17-Mar-97,795.71
18-Mar-97,789.66
19-Mar-97,785.77
20-Mar-97,782.65
21-Mar-97,784.10
24-Mar-97,790.89
25-Mar-97,789.07
26-Mar-97,790.50
27-Mar-97,773.88
31-Mar-97,757.12
01-Apr-97,759.64
02-Apr-97,750.11
03-Apr-97,750.32
04-Apr-97,757.90
07-Apr-97,762.13
08-Apr-97,766.12
09-Apr-97,760.60
10-Apr-97,758.34
11-Apr-97,737.65
14-Apr-97,743.73
15-Apr-97,754.72
16-Apr-97,763.53
17-Apr-97,761.77
18-Apr-97,766.34
21-Apr-97,760.37
22-Apr-97,774.61
23-Apr-97,773.64
24-Apr-97,771.18
25-Apr-97,765.37
28-Apr-97,772.96
29-Apr-97,794.05
30-Apr-97,801.34
01-May-97,798.53
02-May-97,812.97
05-May-97,830.29
06-May-97,827.76
07-May-97,815.62
08-May-97,820.26
09-May-97,824.78
12-May-97,837.66
13-May-97,833.13
14-May-97,836.04
15-May-97,841.88
16-May-97,829.75
19-May-97,833.27
20-May-97,841.66
21-May-97,839.35
22-May-97,835.66
23-May-97,847.03
27-May-97,849.71
28-May-97,847.21
29-May-97,844.08
30-May-97,848.28
02-Jun-97,846.36
03-Jun-97,845.48
04-Jun-97,840.11
05-Jun-97,843.43
06-Jun-97,858.01
09-Jun-97,862.91
10-Jun-97,865.27
11-Jun-97,869.57
12-Jun-97,883.46
13-Jun-97,893.27
16-Jun-97,893.90
17-Jun-97,894.42
18-Jun-97,889.06
19-Jun-97,897.99
20-Jun-97,898.70
23-Jun-97,878.62
24-Jun-97,896.34
25-Jun-97,888.99
26-Jun-97,883.68
27-Jun-97,887.30
30-Jun-97,885.14
01-Jul-97,891.03
02-Jul-97,904.03
03-Jul-97,916.92
07-Jul-97,912.20
08-Jul-97,918.75
09-Jul-97,907.54
10-Jul-97,913.78
11-Jul-97,916.68
14-Jul-97,918.38
15-Jul-97,925.76
16-Jul-97,936.59
17-Jul-97,931.61
18-Jul-97,915.30
21-Jul-97,912.94
22-Jul-97,933.98
23-Jul-97,936.56
24-Jul-97,940.30
25-Jul-97,938.79
28-Jul-97,936.45
29-Jul-97,942.29
30-Jul-97,952.29
31-Jul-97,954.31
01-Aug-97,947.14
04-Aug-97,950.30
05-Aug-97,952.37
06-Aug-97,960.32
07-Aug-97,951.19
08-Aug-97,933.54
11-Aug-97,937.00
12-Aug-97,926.53
13-Aug-97,922.02
14-Aug-97,924.77
15-Aug-97,900.81
18-Aug-97,912.49
19-Aug-97,926.01
20-Aug-97,939.35
21-Aug-97,925.05
22-Aug-97,923.54
25-Aug-97,920.16
26-Aug-97,913.02
27-Aug-97,913.70
28-Aug-97,903.67
29-Aug-97,899.47
02-Sep-97,927.58
03-Sep-97,927.86
04-Sep-97,930.87
05-Sep-97,929.05
08-Sep-97,931.20
09-Sep-97,933.62
10-Sep-97,919.03
11-Sep-97,912.59
12-Sep-97,923.91
15-Sep-97,919.77
16-Sep-97,945.64
17-Sep-97,943.00
18-Sep-97,947.29
19-Sep-97,950.51
22-Sep-97,955.43
23-Sep-97,951.93
24-Sep-97,944.48
25-Sep-97,937.91
26-Sep-97,945.22
29-Sep-97,953.34
30-Sep-97,947.28
01-Oct-97,955.41
02-Oct-97,960.46
03-Oct-97,965.03
06-Oct-97,972.69
07-Oct-97,983.12
08-Oct-97,973.84
09-Oct-97,970.62
10-Oct-97,966.98
13-Oct-97,968.10
14-Oct-97,970.28
15-Oct-97,965.72
16-Oct-97,955.25
17-Oct-97,944.16
20-Oct-97,955.61
21-Oct-97,972.28
22-Oct-97,968.49
23-Oct-97,950.69
24-Oct-97,941.64
27-Oct-97,876.99
28-Oct-97,921.85
29-Oct-97,919.16
30-Oct-97,903.68
31-Oct-97,914.62
03-Nov-97,938.99
04-Nov-97,940.76
05-Nov-97,942.76
06-Nov-97,938.03
07-Nov-97,927.51
10-Nov-97,921.13
11-Nov-97,923.78
12-Nov-97,905.96
13-Nov-97,916.66
14-Nov-97,928.35
17-Nov-97,946.20
18-Nov-97,938.23
19-Nov-97,944.59
20-Nov-97,958.98
21-Nov-97,963.09
24-Nov-97,946.67
25-Nov-97,950.82
26-Nov-97,951.64
28-Nov-97,955.40
01-Dec-97,974.77
02-Dec-97,971.68
03-Dec-97,976.77
04-Dec-97,973.10
05-Dec-97,983.79
08-Dec-97,982.37
09-Dec-97,975.78
10-Dec-97,969.79
11-Dec-97,954.94
12-Dec-97,953.39
15-Dec-97,963.39
16-Dec-97,968.04
17-Dec-97,965.54
18-Dec-97,955.30
19-Dec-97,946.78
22-Dec-97,953.70
23-Dec-97,939.13
24-Dec-97,932.70
26-Dec-97,936.46
29-Dec-97,953.35
30-Dec-97,970.84
31-Dec-97,970.43
02-Jan-98,975.04
05-Jan-98,977.07
06-Jan-98,966.58
07-Jan-98,964.00
08-Jan-98,956.05
09-Jan-98,927.69
12-Jan-98,939.21
13-Jan-98,952.12
14-Jan-98,957.94
15-Jan-98,950.73
16-Jan-98,961.51
20-Jan-98,978.60
21-Jan-98,970.81
22-Jan-98,963.04
23-Jan-98,957.59
26-Jan-98,956.95
27-Jan-98,969.02
28-Jan-98,977.46
29-Jan-98,985.49
30-Jan-98,980.28
02-Feb-98,1001.27
03-Feb-98,1006.00
04-Feb-98,1006.90
05-Feb-98,1003.54
06-Feb-98,1012.46
09-Feb-98,1010.74
10-Feb-98,1019.01
11-Feb-98,1020.01
12-Feb-98,1024.14
13-Feb-98,1020.09
17-Feb-98,1022.76
18-Feb-98,1032.08
19-Feb-98,1028.28
20-Feb-98,1034.21
23-Feb-98,1038.14
24-Feb-98,1030.56
25-Feb-98,1042.90
26-Feb-98,1048.67
27-Feb-98,1049.34
02-Mar-98,1047.70
03-Mar-98,1052.02
04-Mar-98,1047.33
05-Mar-98,1035.05
06-Mar-98,1055.69
09-Mar-98,1052.31
10-Mar-98,1064.25
11-Mar-98,1068.47
12-Mar-98,1069.92
13-Mar-98,1068.61
16-Mar-98,1079.27
17-Mar-98,1080.45
18-Mar-98,1085.52
19-Mar-98,1089.74
20-Mar-98,1099.16
23-Mar-98,1095.55
24-Mar-98,1105.65
25-Mar-98,1101.93
26-Mar-98,1100.80
27-Mar-98,1095.44
30-Mar-98,1093.60
31-Mar-98,1101.75
01-Apr-98,1108.15
02-Apr-98,1120.01
03-Apr-98,1122.70
06-Apr-98,1121.38
07-Apr-98,1109.55
08-Apr-98,1101.65
09-Apr-98,1110.67
13-Apr-98,1109.69
14-Apr-98,1115.75
15-Apr-98,1119.32
16-Apr-98,1108.17
17-Apr-98,1122.72
20-Apr-98,1123.65
21-Apr-98,1126.67
22-Apr-98,1130.54
23-Apr-98,1119.58
24-Apr-98,1107.90
27-Apr-98,1086.54
28-Apr-98,1085.11
29-Apr-98,1094.62
30-Apr-98,1111.75
01-May-98,1121.00
04-May-98,1122.07
05-May-98,1115.50
06-May-98,1104.92
07-May-98,1095.14
08-May-98,1108.14
11-May-98,1106.64
12-May-98,1115.79
13-May-98,1118.86
14-May-98,1117.37
15-May-98,1108.73
18-May-98,1105.82
19-May-98,1109.52
20-May-98,1119.06
21-May-98,1114.64
22-May-98,1110.47
26-May-98,1094.02
27-May-98,1092.23
28-May-98,1097.60
29-May-98,1090.82
01-Jun-98,1090.98
02-Jun-98,1093.22
03-Jun-98,1082.73
04-Jun-98,1094.83
05-Jun-98,1113.86
08-Jun-98,1115.72
09-Jun-98,1118.41
10-Jun-98,1112.28
11-Jun-98,1094.58
12-Jun-98,1098.84
15-Jun-98,1077.01
16-Jun-98,1087.59
17-Jun-98,1107.11
18-Jun-98,1106.37
19-Jun-98,1100.65
22-Jun-98,1103.21
23-Jun-98,1119.49
24-Jun-98,1132.88
25-Jun-98,1129.28
26-Jun-98,1133.20
29-Jun-98,1138.49
30-Jun-98,1133.84
01-Jul-98,1148.56
02-Jul-98,1146.42
06-Jul-98,1157.33
07-Jul-98,1154.66
08-Jul-98,1166.38
09-Jul-98,1158.56
10-Jul-98,1164.33
13-Jul-98,1165.19
14-Jul-98,1177.58
15-Jul-98,1174.81
16-Jul-98,1183.99
17-Jul-98,1186.75
20-Jul-98,1184.10
21-Jul-98,1165.07
22-Jul-98,1164.08
23-Jul-98,1139.75
24-Jul-98,1140.80
27-Jul-98,1147.27
28-Jul-98,1130.24
29-Jul-98,1125.21
30-Jul-98,1142.95
31-Jul-98,1120.67
03-Aug-98,1112.44
04-Aug-98,1072.12
05-Aug-98,1081.43
06-Aug-98,1089.63
07-Aug-98,1089.45
10-Aug-98,1083.14
11-Aug-98,1068.98
12-Aug-98,1084.22
13-Aug-98,1074.91
14-Aug-98,1062.75
17-Aug-98,1083.67
18-Aug-98,1101.20
19-Aug-98,1098.06
20-Aug-98,1091.60
21-Aug-98,1081.24
24-Aug-98,1088.14
25-Aug-98,1092.85
26-Aug-98,1084.19
27-Aug-98,1042.59
28-Aug-98,1027.14
31-Aug-98,957.28
01-Sep-98,994.26
02-Sep-98,990.48
03-Sep-98,982.26
04-Sep-98,973.89
08-Sep-98,1023.46
09-Sep-98,1006.20
10-Sep-98,980.19
11-Sep-98,1009.06
14-Sep-98,1029.72
15-Sep-98,1037.68
16-Sep-98,1045.48
17-Sep-98,1018.87
18-Sep-98,1020.09
21-Sep-98,1023.89
22-Sep-98,1029.63
23-Sep-98,1066.09
24-Sep-98,1042.72
25-Sep-98,1044.75
28-Sep-98,1048.69
29-Sep-98,1049.02
30-Sep-98,1017.01
01-Oct-98,986.39
02-Oct-98,1002.60
05-Oct-98,988.56
06-Oct-98,984.59
07-Oct-98,970.68
08-Oct-98,959.44
09-Oct-98,984.39
12-Oct-98,997.71
13-Oct-98,994.80
14-Oct-98,1005.53
15-Oct-98,1047.49
16-Oct-98,1056.42
19-Oct-98,1062.39
20-Oct-98,1063.93
21-Oct-98,1069.92
22-Oct-98,1078.48
23-Oct-98,1070.67
26-Oct-98,1072.32
27-Oct-98,1065.34
28-Oct-98,1068.09
29-Oct-98,1085.93
30-Oct-98,1098.67
02-Nov-98,1111.60
03-Nov-98,1110.84
04-Nov-98,1118.67
05-Nov-98,1133.85
06-Nov-98,1141.01
09-Nov-98,1130.20
10-Nov-98,1128.26
11-Nov-98,1120.97
12-Nov-98,1117.69
13-Nov-98,1125.72
16-Nov-98,1135.87
17-Nov-98,1139.32
18-Nov-98,1144.48
19-Nov-98,1152.61
20-Nov-98,1163.55
23-Nov-98,1188.21
24-Nov-98,1182.99
25-Nov-98,1186.87
27-Nov-98,1192.33
30-Nov-98,1163.63
01-Dec-98,1175.28
02-Dec-98,1171.25
03-Dec-98,1150.14
04-Dec-98,1176.74
07-Dec-98,1187.70
08-Dec-98,1181.38
09-Dec-98,1183.49
10-Dec-98,1165.02
11-Dec-98,1166.46
14-Dec-98,1141.20
15-Dec-98,1162.83
16-Dec-98,1161.94
17-Dec-98,1179.98
18-Dec-98,1188.03
21-Dec-98,1202.84
22-Dec-98,1203.57
23-Dec-98,1228.54
24-Dec-98,1226.27
28-Dec-98,1225.49
29-Dec-98,1241.81
30-Dec-98,1231.93
31-Dec-98,1229.23
04-Jan-99,1228.10
05-Jan-99,1244.78
06-Jan-99,1272.34
07-Jan-99,1269.73
08-Jan-99,1275.09
11-Jan-99,1263.88
12-Jan-99,1239.51
13-Jan-99,1234.40
14-Jan-99,1212.19
15-Jan-99,1243.26
19-Jan-99,1252.00
20-Jan-99,1256.62
21-Jan-99,1235.16
22-Jan-99,1225.19
25-Jan-99,1233.98
26-Jan-99,1252.31
27-Jan-99,1243.17
28-Jan-99,1265.37
29-Jan-99,1279.64
01-Feb-99,1273.00
02-Feb-99,1261.99
03-Feb-99,1272.07
04-Feb-99,1248.49
05-Feb-99,1239.40
08-Feb-99,1243.77
09-Feb-99,1216.14
10-Feb-99,1223.55
11-Feb-99,1254.04
12-Feb-99,1230.13
16-Feb-99,1241.87
17-Feb-99,1224.03
18-Feb-99,1237.28
19-Feb-99,1239.22
22-Feb-99,1272.14
23-Feb-99,1271.18
24-Feb-99,1253.41
25-Feb-99,1245.02
26-Feb-99,1238.33
01-Mar-99,1236.16
02-Mar-99,1225.50
03-Mar-99,1227.70
04-Mar-99,1246.64
05-Mar-99,1275.47
08-Mar-99,1282.73
09-Mar-99,1279.84
10-Mar-99,1286.84
11-Mar-99,1297.68
12-Mar-99,1294.59
15-Mar-99,1307.26
16-Mar-99,1306.38
17-Mar-99,1297.82
18-Mar-99,1316.55
19-Mar-99,1299.29
22-Mar-99,1297.01
23-Mar-99,1262.14
24-Mar-99,1268.59
25-Mar-99,1289.99
26-Mar-99,1282.80
29-Mar-99,1310.17
30-Mar-99,1300.75
31-Mar-99,1286.37
01-Apr-99,1293.72
05-Apr-99,1321.12
06-Apr-99,1317.89
07-Apr-99,1326.89
08-Apr-99,1343.98
09-Apr-99,1348.35
12-Apr-99,1358.63
13-Apr-99,1349.82
14-Apr-99,1328.44
15-Apr-99,1322.85
16-Apr-99,1319.00
19-Apr-99,1289.48
20-Apr-99,1306.17
21-Apr-99,1336.12
22-Apr-99,1358.82
23-Apr-99,1356.85
26-Apr-99,1360.04
27-Apr-99,1362.80
28-Apr-99,1350.91
29-Apr-99,1342.83
30-Apr-99,1335.18
03-May-99,1354.63
04-May-99,1332.00
05-May-99,1347.31
06-May-99,1332.05
07-May-99,1345.00
10-May-99,1340.30
11-May-99,1355.61
12-May-99,1364.00
13-May-99,1367.56
14-May-99,1337.80
17-May-99,1339.49
18-May-99,1333.32
19-May-99,1344.23
20-May-99,1338.83
21-May-99,1330.29
24-May-99,1306.65
25-May-99,1284.40
26-May-99,1304.76
27-May-99,1281.41
28-May-99,1301.84
01-Jun-99,1294.26
02-Jun-99,1294.81
03-Jun-99,1299.54
04-Jun-99,1327.75
07-Jun-99,1334.52
08-Jun-99,1317.33
09-Jun-99,1318.64
10-Jun-99,1302.82
11-Jun-99,1293.64
14-Jun-99,1294.00
15-Jun-99,1301.16
16-Jun-99,1330.41
17-Jun-99,1339.90
18-Jun-99,1342.84
21-Jun-99,1349.00
22-Jun-99,1335.88
23-Jun-99,1333.06
24-Jun-99,1315.78
25-Jun-99,1315.31
28-Jun-99,1331.35
29-Jun-99,1351.45
30-Jun-99,1372.71
01-Jul-99,1380.96
02-Jul-99,1391.22
06-Jul-99,1388.12
07-Jul-99,1395.86
08-Jul-99,1394.42
09-Jul-99,1403.28
12-Jul-99,1399.10
13-Jul-99,1393.56
14-Jul-99,1398.17
15-Jul-99,1409.62
16-Jul-99,1418.78
19-Jul-99,1407.65
20-Jul-99,1377.10
21-Jul-99,1379.29
