Date,Market,Market_return,BRK-A_Price,BRK-A_return,Market_Value,BRK-A_value
2021/9/1,4307.540039,-0.047569132,411379,-0.043082112,42.19355674,1582.226923
2021/10/1,4605.379883,0.069143836,432902,0.052319151,45.11098113,1665.007692
2021/11/1,4567,-0.008333706,416876,-0.037019926,44.73503946,1603.369231
2021/12/1,4766.180176,0.043612913,450662,0.081045683,46.68606487,1733.315385
2022/1/1,4515.549805,-0.052585165,469805,0.042477511,44.23107044,1806.942308
2022/2/1,4373.939941,-0.031360492,476205,0.013622673,42.84396232,1831.557692
2022/3/1,4530.410156,0.035773288,528921,0.110700224,44.37663173,2034.311538
2022/4/1,4131.930176,-0.087956712,484340,-0.084286689,40.47340913,1862.846154
2022/5/1,4132.149902,5.31777E-05,474050,-0.021245406,40.47556141,1823.269231
2022/6/1,3785.379883,-0.08392,408950,-0.137327286,37.0788523,1572.884615
2022/7/1,4130.290039,0.091116392,451700,0.104536007,40.45734353,1737.307692
2022/8/1,3955,-0.042440128,421308,-0.067283595,38.74032868,1620.415385
2022/9/1,3585.620117,-0.093395672,406470,-0.03521889,35.12214965,1563.346154
2022/10/1,3871.97998,0.079863414,445050,0.094914754,37.92712442,1711.730769
2022/11/1,4080.110107,0.053752893,480280,0.079159645,39.9658171,1847.230769
2022/12/1,3839.5,-0.058971474,468711,-0.024088032,37.60897395,1802.734615
2023/1/1,4076.600098,0.061752858,473000,0.009150628,39.93143557,1819.230769
2023/2/1,3970.149902,-0.026112494,463525,-0.020031712,38.8887262,1782.788462
2023/3/1,4109.310059,0.035051613,465600,0.004476565,40.25183877,1790.769231
2023/4/1,4169.47998,0.014642342,502880,0.080068729,40.84121994,1934.153846
2023/5/1,4179.830078,0.002482347,488024,-0.029541839,40.94260204,1877.015385
2023/6/1,4450.379883,0.064727465,517810,0.061033884,43.59271287,1991.576923
2023/7/1,4588.959961,0.031138932,535400,0.033969989,44.95014341,2059.230769
2023/8/1,4507.660156,-0.01771639,546725,0.021152409,44.15378914,2102.788462
